sigma,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1.06,0.5850853707028401,0.4831738279773117,0.34269155872985135,0.22883466783061615,0.14913052010750846,0.09622763636203141,0.061839762051871056,0.039674526652083444,0.025436567872730624,0.016303590318102665,0.010448594926101054,0.006695946226709875,0.004290990697996413,0.002749791209429663,0.0017621401258978617,0.0011292252405392322,0.0007236365142835942,0.00046372474421623063,0.0002971666217642079,0.00019043192930432505,0.00012203362178660392,7.82022468844121e-05,5.0113987538921805e-05,3.211431697131024e-05,2.0579670561463507e-05,1.3187975964704522e-05,8.451190193402754e-06,5.415737477381264e-06,3.4705422256896722e-06,2.224011667946686e-06,1.4252032038507934e-06,9.133064369846949e-07,5.852699780519879e-07,3.7505587756485255e-07,2.403453390247847e-07,1.5401940203149756e-07,9.86995474861012e-08,6.324917864548578e-08,4.0531681261172196e-08,2.597373153357948e-08,1.6644627333155626e-08,1.0666300246518815e-08,6.83523630007987e-09,4.3801931502141965e-09,2.806939100694896e-09,1.7987579188430565e-09,1.1526897928777981e-09,7.386729168421222e-10,4.733603797373889e-10,3.033413625925814e-10,1.9438885508451845e-10,1.2456931906059128e-10,7.982718579453835e-11,5.1155289600452574e-11,3.278160977441374e-11,2.1007288743653745e-11,1.3462004562804759e-11,8.626794683522564e-12,5.528269297819043e-12,3.5426554763824894e-12,2.2702236718631176e-12,1.4548170305147685e-12,9.322837297960369e-13,5.974311096254312e-13,3.828490397728595e-13,2.453393954440999e-13,1.572197203174055e-13,1.007503927852274e-13,6.456341243887716e-14,4.137387567945811e-14,2.651343112261657e-14,1.6990480547190966e-14,1.0887931776518618e-14,6.97726341764501e-15,4.4712077370099915e-15,2.8652635612037237e-15,1.836133715552188e-15,1.17664115337828e-15,7.540215574152764e-16,4.831961787283974e-16,3.096443925795334e-16,1.9842799690235355e-16,1.2715770379909964e-16,8.14858885231622e-17,5.221822846769808e-17,3.3462768016938585e-17,2.144379225825563e-17,1.3741727109438723e-17,8.806048001028596e-18,5.6431393797039655e-18,3.6162671444722956e-18,2.317395899740462e-18,1.4850461931007405e-18,9.51655345506563e-19,6.098449333352014e-19,3.9080413352446626e-19,2.5043722171232804e-19,1.6048653695998652e-19,1.0284385192147838e-19,6.590495426220166e-20,4.223356977740498e-20
1.08,0.5807493772612421,0.48762360362443763,0.35298762923447347,0.24034919941084393,0.1595162347392741,0.10473194571205988,0.06844945896111909,0.04464988378760515,0.029101421233057548,0.01896080893808339,0.012351945778662735,0.00804612313923434,0.005241148025223111,0.003413982393121617,0.002223791416728303,0.0014485248172070178,0.0009435337875155208,0.0006145947049918021,0.0004003318140893449,0.00026076624077998965,0.00016985667398512083,0.00011064043132711234,7.206843685037143e-05,4.6943594820431e-05,3.0577894970107235e-05,1.9917683424554212e-05,1.2973885655763884e-05,8.450867774597534e-06,5.504685954273713e-06,3.5856160885494694e-06,2.335581510224995e-06,1.5213399472165462e-06,9.909631605071602e-07,6.454888582125452e-07,4.2045545453296734e-07,2.7387426908661063e-07,1.7839491546384862e-07,1.162020293819167e-07,7.569112380454639e-08,4.930332330053715e-08,3.2114963635026495e-08,2.091889187656106e-08,1.3626048041542214e-08,8.875670199263886e-09,5.7813917319188374e-09,3.765855378523595e-09,2.4529849194716673e-09,1.5978136201062672e-09,1.040776216898619e-09,6.779358493575483e-10,4.41590620905694e-10,2.876411929781733e-10,1.8736234870254665e-10,1.220431932849009e-10,7.949591329484271e-11,5.1781668936083006e-11,3.372929659743975e-11,2.1970428383881266e-11,1.4310992877565529e-11,9.321826300482486e-12,6.0720067656933334e-12,3.955154813463692e-12,2.57628988275324e-12,1.67813141912495e-12,1.093093241838442e-12,7.120138635959288e-13,4.637881953237166e-13,3.021001431563415e-13,1.9678055072398128e-13,1.2817797680815296e-13,8.349195933330191e-14,5.4384594349989346e-14,3.542477774183915e-14,2.3074822807039068e-14,1.503036805076105e-14,9.790409470551776e-15,6.3772302366352105e-15,4.153969822547433e-15,2.705793055346714e-15,1.762486578169877e-15,1.1480401031005383e-15,7.47804888077877e-16,4.871015821859297e-16,3.172859059237991e-16,2.0667218046411536e-16,1.3462113942133352e-16,8.768887587289319e-17,5.711836183309845e-17,3.7205486169372336e-17,2.4234732171489448e-17,1.578590428169991e-17,1.0282547057984588e-17,6.697796471643236e-18,4.362778728128579e-18,2.8418060045861025e-18,1.8510820444853783e-18,1.2057489954931845e-18,7.853950312272594e-19,5.115868703868714e-19,3.3323501619722216e-19,2.170610358627605e-19
1.1,0.5766690344899141,0.49157206326162817,0.3627737060072923,0.2516468690442058,0.1699482396464245,0.1134439082466551,0.07534195363542404,0.049926038418519975,0.03305179568085982,0.021871484659301766,0.014470403167067613,0.009572990435552408,0.006332849096522936,0.004189323330163871,0.0027713134976586366,0.0018332687545351523,0.0012127353821811816,0.0008022425857566871,0.0005306953312140353,0.0003510627692005162,0.00023223317553957803,0.00015362565165448938,0.00010162562077887517,6.722683774478006e-05,4.4471538481950986e-05,2.9418574482690845e-05,1.9460818173709047e-05,1.2873616434311518e-05,8.516085942932778e-06,5.633515660143283e-06,3.7266531720508315e-06,2.465235689844215e-06,1.6307895384648435e-06,1.0787911799750417e-06,7.136361759390236e-07,4.7208078918531247e-07,3.1228836069662804e-07,2.0658332738954372e-07,1.366578986809978e-07,9.04012027877279e-08,5.980172053241336e-08,3.955971456523954e-08,2.6169330958212044e-08,1.731139595739613e-08,1.1451742135566901e-08,7.57549525539496e-09,5.011301135246077e-09,3.315049144837623e-09,2.192953593508018e-09,1.4506709412645126e-09,9.5964008817115e-10,6.348159824738727e-10,4.1994007604692406e-10,2.777965147995527e-10,1.8376646582822283e-10,1.2156421036225918e-10,8.041650675707817e-11,5.319669777593408e-11,3.519039521093095e-11,2.3278962170124347e-11,1.5399374643844654e-11,1.018691201473859e-11,6.738791593560288e-12,4.4578094005069264e-12,2.94890625052689e-12,1.950744702859581e-12,1.2904462103719996e-12,8.536490804882723e-13,5.647013775246057e-13,3.7355823729791637e-13,2.47114248711119e-13,1.634696971421895e-13,1.0813760041412325e-13,7.153460750069828e-14,4.732119124783768e-14,3.130366153323149e-14,2.0707830879720242e-14,1.3698533613643599e-14,9.061780746330813e-15,5.9945007699791715e-15,3.96545011264269e-15,2.6232033657596075e-15,1.7352874711987381e-15,1.1479180939627093e-15,7.593646426414296e-16,5.023308400892566e-16,3.322992127037039e-16,2.1982079926424937e-16,1.4541468032986049e-16,9.619394218477172e-17,6.363370253991478e-17,4.209462682338654e-17,2.784621256776153e-17,1.8420677717902087e-17,1.2185548277386043e-17,8.060918772613873e-18,5.332415906083255e-18,3.527471271891919e-18,2.333473943738632e-18,1.543627212359052e-18,1.0211320238347043e-18
1.12,0.5728385122261573,0.49506264325350247,0.3720523822735706,0.26269950306597445,0.18039104742193723,0.12233319425082446,0.08249622146897567,0.05549139984245075,0.037284020279158434,0.025037847497759638,0.016810121865547707,0.01128494649810143,0.007575438335453196,0.005085186056474318,0.0034135147982347364,0.002291368128285385,0.0015381089737605902,0.0010324736230430058,0.0006930597128066587,0.00046522416630679925,0.00031228695545039556,0.00020962612457280588,0.0001407138870998179,9.445577414861596e-05,6.340449705833963e-05,4.256097922548954e-05,2.856953426752859e-05,1.917762003768031e-05,1.2873192359940368e-05,8.641274631591578e-06,5.800552432425533e-06,3.8936858224471895e-06,2.61368024174587e-06,1.7544621516951402e-06,1.1777023801775903e-06,7.905459202611845e-07,5.306628079899257e-07,3.5621335657603067e-07,2.3911220739925177e-07,1.605067487556103e-07,1.0774195377269114e-07,7.232299384764002e-08,4.85476200860535e-08,3.258813401703086e-08,2.187515014803046e-08,1.4683939674140243e-08,9.856759057409366e-09,6.616459974084609e-09,4.44137290296812e-09,2.9813213320237174e-09,2.0012453533995544e-09,1.3433583698221299e-09,9.017443596836514e-10,6.053060065639426e-10,4.063184400853083e-10,2.727458061923573e-10,1.8308367885026365e-10,1.2289697110028694e-10,8.249596905892061e-11,5.537634369700525e-11,3.717199126491436e-11,2.4952115693286546e-11,1.6749387277480068e-11,1.1243213906967053e-11,7.547133328738463e-12,5.066097821589869e-12,3.4006749344400133e-12,2.2827411583812027e-12,1.532315583413929e-12,1.02858400679919e-12,6.904485410805111e-13,4.634713205036974e-13,3.1111031763972385e-13,2.08836287079639e-13,1.4018369796309486e-13,9.409987818407305e-14,6.316559773297286e-14,4.24006153244845e-14,2.8461888186272104e-14,1.9105361394603805e-14,1.2824687934600021e-14,8.60871549209897e-15,5.778696745046054e-15,3.879014947334951e-15,2.6038322524100643e-15,1.747851578491345e-15,1.1732649588340497e-15,7.875672514573758e-16,5.286633431757142e-16,3.5487119341306313e-16,2.3821126533555337e-16,1.599019812992141e-16,1.0733599684044019e-16,7.205049070763262e-17,4.836469929959917e-17,3.246534638927661e-17,2.1792727576917883e-17,1.462861259963728e-17,9.819620138643072e-18,6.591530058676615e-18,4.424638417880924e-18
1.1400000000000001,0.5692495584405234,0.49813689727821353,0.38082991018370976,0.2734827135920247,0.1908110914648985,0.1313696535724932,0.08989024949959,0.061332755828952715,0.04179258743256474,0.028460373248070058,0.01937576963185016,0.013189258273133685,0.008977499636399593,0.0061105203640801475,0.004159061406224916,0.002830804295427176,0.0019267401349012691,0.0013114021131670082,0.0008925824704980728,0.0006075201778249816,0.00041349761069192723,0.0002814396460896337,0.0001915567832850609,0.00013037964360094188,8.874053465027886e-05,6.0399631804986294e-05,4.110991140528414e-05,2.7980713859474537e-05,1.9044564220858676e-05,1.2962336419935952e-05,8.82257863741049e-06,6.00492776066684e-06,4.087144914466518e-06,2.78184088427685e-06,1.8934094257392897e-06,1.2887147046175624e-06,8.771402356614481e-07,5.970095555356696e-07,4.0634370071061527e-07,2.7657045281132595e-07,1.882426508261152e-07,1.2812393814973393e-07,8.7205229287599e-08,5.9354653977426605e-08,4.039866619880585e-08,2.7496617725431192e-08,1.871507298329672e-08,1.2738074197619528e-08,8.669938632292664e-09,5.901036115943473e-09,4.016432955127031e-09,2.7337120746381547e-09,1.860651426406309e-09,1.266418567890363e-09,8.619647755276265e-10,5.866806544759327e-10,3.9931352197730066e-10,2.7178548946078595e-10,1.8498585250924225e-10,1.2590725758193422e-10,8.569648595700824e-11,5.832775525748126e-11,3.969972625345928e-11,2.7020896957927214e-11,1.839128229120477e-11,1.2517691949361828e-11,8.519939461429112e-12,5.798941907187447e-12,3.946944387946865e-12,2.6864159446461743e-12,1.8284601753416896e-12,1.2445081780702762e-12,8.470518670139343e-13,5.76530454403549e-13,3.9240497282239606e-13,2.6708331107165543e-13,1.8178540027137782e-13,1.2372892794847523e-13,8.421384549268127e-14,5.73186229789245e-14,3.901287871346069e-14,2.6553406666291093e-14,1.8073093522887184e-14,1.2301122548681681e-14,8.372535435954039e-15,5.6986140369619095e-15,3.878658046976534e-15,2.6399380880682165e-15,1.7968258672006064e-15,1.222976861326221e-15,8.323969676981225e-16,5.66555863601255e-16,3.8561594892471137e-16,2.624624853759563e-16,1.786403192653558e-16,1.2158828573735544e-16,8.275685628723481e-17,5.632694976340076e-17,3.8337914367320954e-17,2.6094004454525686e-17,1.7760409759097368e-17
1.16,0.5658921234146762,0.500834215717962,0.38911569999494716,0.2839757958713656,0.20117688823641833,0.14052357334490415,0.09750129979455316,0.06743549334312282,0.04657030387235398,0.03213785535608677,0.022170525859871976,0.015292002766496119,0.010546760963482506,0.007273741113767851,0.005016363130126256,0.0034595250194002195,0.0023858452064310933,0.0016453838569722814,0.0011347281049408527,0.0007825574060973987,0.0005396852047527302,0.0003721900653790349,0.00025667822129036395,0.00017701629886428285,0.00012207802275142788,8.419023367322552e-05,5.8061191273950494e-05,4.004148440152467e-05,2.7614322700706672e-05,1.90440197066515e-05,1.3133571678529547e-05,9.05747356294612e-06,6.2464217159870485e-06,4.30779996014243e-06,2.970843362847901e-06,2.0488208292429166e-06,1.4129545982895075e-06,9.7443401020277e-07,6.72011430083476e-07,4.634478655653623e-07,3.196134983454004e-07,2.2041915804265264e-07,1.5201049230945404e-07,1.0483294636163616e-07,7.229728998238449e-08,4.985930778637142e-08,3.438511420748726e-08,2.3713447529753452e-08,1.6353809103356784e-08,1.1278287218822453e-08,7.777989934109286e-09,5.3640350029516274e-09,3.6992682886758135e-09,2.5511738577530472e-09,1.7593987633733745e-09,1.2133567452302626e-09,8.367827816208017e-10,5.770812470195369e-10,3.9797994530501346e-10,2.7446401643271544e-10,1.8928214148741595e-10,1.3053707204217526e-10,9.002395600261592e-11,6.208437593684137e-11,4.281604482428024e-11,2.9527778394031185e-11,2.0363620704932194e-11,1.4043625046243422e-11,9.68508534396866e-12,6.6792496816943756e-12,4.606296663993438e-12,3.1766994749228295e-12,2.1907880212878443e-12,1.5108612546155004e-12,1.0419546339113432e-12,7.185765442145844e-13,4.955611627322629e-13,3.4176020353819945e-13,2.3569247452423053e-13,1.625436255369791e-13,1.1209704618714723e-13,7.730692435566891e-14,5.331416622125384e-14,3.676773256157928e-14,2.5356603198286387e-14,1.7486999631497825e-14,1.2059783943484625e-14,8.316943548255353e-15,5.735720499556479e-15,3.955598527049436e-15,2.7279501691907013e-15,1.8813112793675008e-15,1.2974328379778994e-15,8.94765256300023e-16,6.170684450452329e-16,4.2555682978247504e-16,2.9348221713271483e-16,2.0239790727165618e-16,1.3958226589729386e-16,9.626190910597065e-17,6.638633557893694e-17
1.18,0.5627548980522047,0.5031916301927639,0.3969218360613433,0.2941615893910436,0.21145916094109687,0.14976590665675218,0.10530615475783443,0.07378381376398131,0.05160844888046816,0.036067494120040976,0.02519610305454778,0.01759803200989477,0.01229001925325742,0.008582630430233502,0.005993468267931078,0.004185343501860988,0.0029226823348951123,0.0020409433788180996,0.0014252128515793005,0.0009952409249804988,0.0006949868501744085,0.0004853163053316856,0.0003389012306266503,0.00023665811083292899,0.00016526071721262062,0.00011540320474623337,8.058720689713302e-05,5.6274848835546655e-05,3.9297287128408065e-05,2.7441686772295876e-05,1.9162803026834763e-05,1.3381576098071052e-05,9.344487787493093e-06,6.525348835463361e-06,4.556716043965938e-06,3.1820001702218123e-06,2.22202239190815e-06,1.5516603538677333e-06,1.083539870044045e-06,7.566466766055633e-07,5.283739057934893e-07,3.6896875775082143e-07,2.5765455618352757e-07,1.7992274122830262e-07,1.256418411170948e-07,8.773694826749357e-08,6.126758429239117e-08,4.278376395747073e-08,2.987632823309941e-08,2.0862937388565862e-08,1.4568796844218653e-08,1.0173535851401298e-08,7.104281350509725e-09,4.9609903817509655e-09,3.464308964348612e-09,2.4191614328891898e-09,1.6893245084677033e-09,1.1796721194837132e-09,8.237767832714786e-10,5.752515274787555e-10,4.0170386758470493e-10,2.8051380921968874e-10,1.9588558516018633e-10,1.3678885392589583e-10,9.552101826716297e-11,6.670327785433969e-11,4.6579562877657915e-11,3.252697240173978e-11,2.2713908595544536e-11,1.5861348462273627e-11,1.1076137512106538e-11,7.734577074508613e-12,5.401132159665316e-12,3.771664348955274e-12,2.633790757318129e-12,1.83920230209665e-12,1.2843332746303784e-12,8.968627096879934e-13,6.262881573790702e-13,4.373432542531789e-13,3.054011476780842e-13,2.1326466132960376e-13,1.4892483580307909e-13,1.039956952112979e-13,7.262122911978074e-14,5.071212715249726e-14,3.5412783169633224e-14,2.4729098979586057e-14,1.7268575966278616e-14,1.205881848543303e-14,8.420792979605391e-15,5.88032355665938e-15,4.106288471257947e-15,2.867462112708115e-15,2.0023773354865166e-15,1.3982800246603355e-15,9.764328594385821e-16,6.818527849763192e-16,4.761445867842656e-16,3.324965044057608e-16,2.321856186346618e-16
1.2,0.5598257702280988,0.5052436929250088,0.4042626161684207,0.3040263086290228,0.22163092713313834,0.15906847318569686,0.11328134391504756,0.08036094025756642,0.05689693591869321,0.04024499897737423,0.028452787595968154,0.020110959384194754,0.014213085122847094,0.010044255689145663,0.007097968971957768,0.005015842707848819,0.0035444631323462514,0.002504698126759853,0.0017699439200843739,0.0012507289882881466,0.0008838258968200734,0.0006245541930053168,0.00044134019611385153,0.00031187230759921843,0.0002203840354513712,0.00015573400136852144,0.00011004916466472056,7.776605297009738e-05,5.495324750594629e-05,3.883261774764136e-05,2.7441002468384126e-05,1.939113714131551e-05,1.3702713668145715e-05,9.682999016113273e-06,6.8424745794252075e-06,4.835222877903345e-06,3.4168019197523892e-06,2.414477192382345e-06,1.7061861499266777e-06,1.2056735045514167e-06,8.51987105650305e-07,6.020552209648976e-07,4.254412850701379e-07,3.0063735142440257e-07,2.1244486664376498e-07,1.5012379915353085e-07,1.0608472413730086e-07,7.496458761863487e-08,5.2973596741022346e-08,3.7433700908972496e-08,2.6452460281166276e-08,1.8692585502785808e-08,1.3209083354251715e-08,9.334176004360977e-09,6.5959793987025085e-09,4.661037482878106e-09,3.293714110306081e-09,2.327497403803454e-09,1.6447220321160118e-09,1.1622399915494241e-09,8.21294888485768e-10,5.803666185618135e-10,4.101150715328105e-10,2.8980710902215485e-10,2.0479169450142932e-10,1.447156982389987e-10,1.0226309893956545e-10,7.226404275403697e-11,5.106526136317665e-11,3.608517900064298e-11,2.549952959699181e-11,1.801919867589608e-11,1.2733235712698015e-11,8.99791908793443e-12,6.358364027791943e-12,4.493126990231633e-12,3.1750604498431982e-12,2.2436509989758436e-12,1.585472114540026e-12,1.120371139331142e-12,7.917083361698368e-13,5.594593323200136e-13,3.9534097371536566e-13,2.7936701824255604e-13,1.974142223313469e-13,1.395024202350667e-13,9.85791450160934e-14,6.966078305830853e-14,4.9225672382373735e-14,3.4785236615392445e-14,2.4580927549140268e-14,1.7370070120745277e-14,1.2274530137092433e-14,8.673775582889013e-15,6.129308578172835e-15,4.331265351224334e-15,3.0606812013874746e-15,2.1628251000319467e-15,1.5283566322450193e-15,1.0800105821283628e-15,7.631876179291178e-16
1.22,0.5570922045964547,0.5070224205138484,0.411154119383389,0.31355934924533674,0.2316675528184875,0.1684041328595642,0.12140335207846313,0.08714931564203243,0.062424474565963374,0.04466470012705711,0.03193949635398979,0.022833164899814826,0.016320746344269017,0.011664903569773552,0.008336918507761035,0.0059582869161415395,0.004258267138102645,0.0030432817649553596,0.002174955049503364,0.001554382241583431,0.0011108746825218472,0.0007939116235861919,0.0005673867300240544,0.00040549560240671595,0.00028979647780849794,0.00020710951254415187,0.00014801542789512538,0.00010578252292687412,7.559983631740199e-05,5.402910692459291e-05,3.8613104668646205e-05,2.7595715279975467e-05,1.972189255912466e-05,1.4094689777911353e-05,1.007308397654112e-05,7.198953818377029e-06,5.144892686198006e-06,3.6769121486409027e-06,2.6277871616331342e-06,1.8780066228622886e-06,1.3421592612238695e-06,9.592040094845686e-07,6.855165093984834e-07,4.899196417145278e-07,3.501319837625577e-07,2.502296205648621e-07,1.7883217161473652e-07,1.2780639451176603e-07,9.133968642558873e-08,6.527794128138699e-08,4.665233464982018e-08,3.3341130028857045e-08,2.3827981170615078e-08,1.7029197455988332e-08,1.217029524736496e-08,8.697772563318831e-09,6.216056884864946e-09,4.4424435008602985e-09,3.1748911929020553e-09,2.2690067042642298e-09,1.6215961780063529e-09,1.158909825864751e-09,8.282407190531814e-10,5.91920676991296e-10,4.230292954569612e-10,3.023273079839464e-10,2.1606494428260896e-10,1.5441562477156714e-10,1.103565654889651e-10,7.88687774604187e-11,5.636532842917313e-11,4.0282737367432683e-11,2.8788955463154784e-11,2.057466822822161e-11,1.4704144901789428e-11,1.0508644654412901e-11,7.510236957694985e-12,5.3673581147347855e-12,3.835902022011736e-12,2.7414128157537203e-12,1.9592117273207427e-12,1.4001942977769973e-12,1.000680040951108e-12,7.151582790672051e-13,5.111037926091275e-13,3.65271709026646e-13,2.61049562426714e-13,1.8656488405514018e-13,1.3333274968533686e-13,9.528921923698403e-14,6.81005628716329e-14,4.866958403656673e-14,3.478280223259545e-14,2.4858304320884594e-14,1.776554084336063e-14,1.2696539449472977e-14,9.073864703211009e-15,6.4848395092093925e-15,4.634534989850784e-15,3.3121736538966144e-15,2.3671186726588907e-15
1.24,0.5545415523130796,0.5085572919154325,0.41761380627335454,0.322753075310983,0.241546775712115,0.1777469336450512,0.12964880902719267,0.09413078961329008,0.06817873032063348,0.04931966625413239,0.03565384592336833,0.025765816903577616,0.018616748651692498,0.013450029914415792,0.009716761158683642,0.007019541961017197,0.00507096093295534,0.003663268494759542,0.0026463401712825997,0.0019117089342462399,0.001381011971269285,0.0009976377952801339,0.0007206895557918564,0.0005206231818003945,0.0003760960256575977,0.0002716901975907355,0.00019626785971000603,0.00014178307755523676,0.0001024234992017382,7.399030504919709e-05,5.345028509940407e-05,3.861226106734492e-05,2.7893334925383196e-05,2.0150027778476132e-05,1.4556295276816498e-05,1.0515406455177522e-05,7.596285374233144e-06,5.487524588978769e-06,3.9641646713993595e-06,2.863695877275123e-06,2.068721851206443e-06,1.4944359600525148e-06,1.0795742488988046e-06,7.79879894514916e-07,5.63381954033167e-07,4.069847528607271e-07,2.940040728591533e-07,2.1238730505304245e-07,1.5342769543639396e-07,1.1083552155362456e-07,8.006711437021293e-08,5.7840146495553536e-08,4.178347843483304e-08,3.0184208994843566e-08,2.1804945561565776e-08,1.575180091762788e-08,1.1379034698711928e-08,8.22016678293505e-09,5.938213893215178e-09,4.28974072822681e-09,3.098890650677533e-09,2.238625565798728e-09,1.617173688510759e-09,1.1682394674512611e-09,8.439312752903049e-10,6.096524019745414e-10,4.4041032974571677e-10,3.1815056894474655e-10,2.2983063221588752e-10,1.6602868157664177e-10,1.1993842091590602e-10,8.664301056417482e-11,6.25905462344483e-11,4.521514721634611e-11,3.266323208201474e-11,2.3595781407914072e-11,1.7045493197123898e-11,1.2313592557513162e-11,8.895287447477715e-12,6.4259182203471486e-12,4.6420562818684465e-12,3.3534019240708768e-12,2.422483438704887e-12,1.7499918422171814e-12,1.2641867427848998e-12,9.13243183241511e-13,6.597230326113232e-13,4.765811426185954e-13,3.4428021195594497e-13,2.4870657637263807e-13,1.7966458420478137e-13,1.2978893959407236e-13,9.375898380592208e-14,6.773109535999794e-14,4.892865827301546e-14,3.534585684275572e-14,2.5533698246485383e-14,1.844543616647949e-14,1.3324905467561884e-14,9.62585563805343e-15,6.953677606960078e-15
1.26,0.5521612977507281,0.5098752909017253,0.4236601541065421,0.3316025929000327,0.2512487003987279,0.18707223460067637,0.13799466099099889,0.10128679460530386,0.07414648038622855,0.054201825631468865,0.0395922315331137,0.028908907675897995,0.021103792187792347,0.015404224711306008,0.011243275044626293,0.008206005181025816,0.005989123400077239,0.004371100109941835,0.0031901868707238296,0.0023283076418394097,0.0016992763062083033,0.0012401874139292902,0.0009051289724021448,0.0006605923232928842,0.00048212153429363864,0.00035186778868080573,0.00025680441130565844,0.00018742410267610373,0.00013678812513332045,9.983236318499095e-05,7.286086203748334e-05,5.3176194976001375e-05,3.8809693311434495e-05,2.832455942038272e-05,2.067217227810091e-05,1.5087214607874069e-05,1.101113330271227e-05,8.036278382562588e-06,5.865133811890974e-06,4.280562841840583e-06,3.1240921060849496e-06,2.280062657153119e-06,1.664062884193296e-06,1.2144864852114414e-06,8.863712043404678e-07,6.469021446105526e-07,4.721299413297981e-07,3.4457557971810393e-07,2.514823139656068e-07,1.835398616734075e-07,1.339532800215142e-07,9.776340172060775e-08,7.135086736547137e-08,5.207415233314195e-08,3.800538719908464e-08,2.773755100057711e-08,2.0243754694022593e-08,1.4774541707133241e-08,1.0782934586748057e-08,7.869731637493054e-09,5.743582653489611e-09,4.1918509063640075e-09,3.0593472891887123e-09,2.232809812404517e-09,1.6295762419610582e-09,1.189317027187458e-09,8.68001726298986e-10,6.334955101414401e-10,4.623453493353177e-10,3.374344705367686e-10,2.462705033588442e-10,1.797361150689252e-10,1.3117718370436654e-10,9.573731755585354e-11,6.98721661340656e-11,5.099494872956114e-11,3.721774978238043e-11,2.716270794210874e-11,1.9824215785812805e-11,1.4468348750796886e-11,1.0559465142852964e-11,7.706636467204696e-12,5.624550565219502e-12,4.1049774691378016e-12,2.99594426732145e-12,2.186536252726731e-12,1.5958043133968956e-12,1.164669190131377e-12,8.500129439767412e-13,6.203667196231959e-13,4.5276353677100675e-13,3.304413562898771e-13,2.411667042037421e-13,1.760111986874719e-13,1.284586202132956e-13,9.375322269354141e-14,6.842411004283096e-14,4.9938110932542603e-14,3.6446435648923964e-14,2.6599778139495656e-14,1.9413371553969242e-14
1.28,0.5499392495540179,0.5110009839435247,0.4293123285220141,0.34010551502110087,0.2607557682226755,0.19635680537602584,0.14641832432697907,0.10859850986107535,0.08031376402798497,0.05930208835034475,0.043749913009188186,0.032261300472072,0.02378354175056449,0.017531191198266308,0.012921527714466759,0.00952354567364019,0.007018978265945838,0.005173017225074747,0.003812511180809957,0.002809808958432258,0.0020708165445716704,0.0015261808735470648,0.0011247866190546908,0.0008289610826725716,0.0006109393107516212,0.0004502585409080493,0.00033183777848475987,0.00024456239755011195,0.00018024097707890798,0.00013283648625962577,9.78996690546339e-05,7.215145061833977e-05,5.317517280714404e-05,3.9189773412638594e-05,2.8882620562996584e-05,2.1286312672270422e-05,1.5687880749721667e-05,1.1561871057328234e-05,8.52102743987978e-06,6.279944506376556e-06,4.62828024918875e-06,3.4110139099427726e-06,2.5138961487540793e-06,1.8527259089415174e-06,1.3654475326522727e-06,1.0063263839660518e-06,7.416563191548381e-07,5.465961188202192e-07,4.028379579503466e-07,2.968890827762605e-07,2.1880541724569017e-07,1.6125823882901027e-07,1.188463243624109e-07,8.758900578985086e-08,6.455255538118254e-08,4.7574833949348e-08,3.5062358289968145e-08,2.5840741139800568e-08,1.9044466351404345e-08,1.4035653878794723e-08,1.0344190074446405e-08,7.623604088580167e-09,5.61854904841611e-09,4.140835888467141e-09,3.051770431736486e-09,2.249135927835263e-09,1.657599264110109e-09,1.2216404025980348e-09,9.003414188055243e-10,6.635460555273292e-10,4.890293377705662e-10,3.60411596464488e-10,2.6562111683987226e-10,1.95761119795747e-10,1.4427473417630123e-10,1.0632958650502467e-10,7.836424742612114e-11,5.775396553782459e-11,4.256431529555405e-11,3.136963704064257e-11,2.3119228424765504e-11,1.7038728317576243e-11,1.2557437356740821e-11,9.25475364295856e-12,6.820696178577999e-12,5.0268108860860395e-12,3.704728523729851e-12,2.7303620019857355e-12,2.012259903562953e-12,1.4830230996997078e-12,1.0929788494760033e-12,8.055186501436011e-13,5.936622616624707e-13,4.3752541404146337e-13,3.22453523314897e-13,2.376462517634169e-13,1.751438173061892e-13,1.290799097943354e-13,9.513109494116855e-14,7.011102842514363e-14,5.1671394194203283e-14
